ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Reviewer,Review
14-109,19/04/23 03:37:13,https://twitter.com/Kristoffer1304/status/1451165909838483457,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo, drug lord,",@Kristoffer1304,Kristoffer13,Bayanihan Law,Anonymous,09/21,107,8,No location,hwag naman po sana manalo c Leni kc c Butch Robredo kapatid ni Jesse Robredo ay Drug lord sa Naga City nakakatakot po ito pag nanalo balik Shabu na naman anjan pa c De Lima nakakatakot ho tong grupo na toh pag nahalal uli,,Reply (Comment),21/10/21 20:38,,Emotional,2,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",,,,
14-110,19/04/23 03:39:25,https://twitter.com/momshymars/status/1457585502857531396,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, drug trader",@momshymars,Marissa Dela cruz,No bio,Identified,10/21,8,0,No location,Imagine if BBM is the son of the late President who convicted tax fraud from holding public office then Leni is the sister of the famous Drug trader in Naga City.,,Text,11/08/21 13:47,,Emotional,1,2,1,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No location and bio indicated,,,
14-111,30/12/99 03:41:18,https://twitter.com/StoneLee2011/status/839420140240306176,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, drug protector, brother-in-law",@StoneLee2011,TARHATA,I am smart,Anonymous,10/16,81,7,No location,Leni s a drug protector of his brother-in-law n Naga City😀😀😀,,Reply (Comment),03/08/17 18:18,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Indicated location is not actual location,,,
14-112,30/12/99 03:42:25,https://twitter.com/Marko316/status/838388452873945089,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, drug lord",@Marko316,Marko,Reader. Wannabe writer. Web fanatic. Social media evangelist. Coffee nerd. Tv geek. Music lover. Internet specialist. Beer scholar.,Anonymous,08/12,1326,1367,Makati,[Trending Now] VP Leni Robredo Connected To Naga's Alleged Biggest Drug Lord? READ HERE! http://ift.tt/2lNImz5,,Text,03/05/17 21:59,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-113,19/04/23 03:43:16,https://twitter.com/yamgishi/status/1032800610137980928,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, brother-in-law, shabu","@yamgishi","れだ 山岸",私は 優しいです あなたには優しいですか？,Identified,10/14,4990,3015,No location,"That's why Leni Robredo Fake VP want to be legalized the Shabu Drug because her brother in-law is a Drug Lord Leader in Naga. #NagaLeaks #LeniResign now #LeniRobredoTheBackstabber #LeniRobredoFakeVP idiot",,Reply (Comment),24/08/18 09:23,,Emotional,19,0,11,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location indicated,,,
14-114,19/04/23 03:43:36,https://twitter.com/HoneyMush1/status/851725467375648769,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, robredo, drug lords, brother-in-law",@HoneyMush1,Hailey,No bio,Anonymous,02/12,375,18,No location,Helerrrrr ayaw ng taga Naga kay Leni coz the Robredos are known to be cuddling drug lords there and his brother inlaw  is a drug lord,,Reply (Comment),11/04/17 17:15,,Emotional,4,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location and bio,,,
14-115,19/04/23 22:11:49,https://twitter.com/MrMontero888888/status/1580562900431024128,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord, droga",@MrMontero888888,Mr.Montero,Marcos 🇵🇭 Duterte,Anonymous,06/21,5023,5127,No location,Speaking of relative na may koneksyon sa Droga. Wait. Ask kaya natin si Leni? Yung kalbo ba yun? Eh druglord yun diba?,,Text,13/10/22 22:15,,Emotional,81,2,28,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-116,19/04/23 22:11:51,https://twitter.com/boybasagPH/status/1573479903307001856,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord, npa",@boybasagPH,🅱️R🅰️D ♋️ ⤴️,Believes in principle of FAFO (FuckAround=FindOut),Anonymous,01/17,877,1190,Invalid location,"Meanwhile, Leni's version. Meet my dalawa kong panganay, My druglord na bayaw, My ""holy"" kabs is here too, ang by the way, the NPA is also my relative. https://pbs.twimg.com/media/FdYfmUEUUAAvfrf?format=jpg&name=900x900",,"Text, Image",24/07/2022 09:10,,Emotional,4,0,1,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-117,19/04/23 22:11:58,https://twitter.com/Dinavrgs/status/1500270373413154817,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@Dinavrgs,Dina Christine,Axie is ❤️,Anonymous,11/21,274,36,No location,Diba sabi nyo kasalanan ng ama ay kasalanan ng anak? So Kasalanan ng Ama kasalanan din ng nanay nyo PROTECTOR NG DRUGLORD,,Reply (Comment),06/03/22 8:41,,Emotional,98,14,6,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-118,19/04/23 22:12:03,https://twitter.com/keithmark101/status/1475487542715633669,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@keithmark101,keithmark10,School teaches you a lesson before giving a test while life gives you a test that  teaches you a lesson ,Anonymous,11/21,13,5,No location,lol there's only one god maybe if you say druglord protector that's Leni #NoToLeniKiko2022,,Reply (Comment),27/12/21 23:23,,Emotional,5,1,2,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",Indicated location is not actual location,,,
14-119,19/04/23 22:12:05,https://twitter.com/Eurydcy/status/1454043294334263300,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@Eurydcy,EURYDCY,BBMSARA2022 ✌️👊🐯🦅🇵🇭,Anonymous,10/21,257,65,No location,Malinis raw ang record?  More dirty issue will come  Leni is CPP-NPA-NDF Allies: https://smninewschannel.com/vp-leni-robredo-kaalyado-ng-cpp-npa-ndf-usec-badoy/… Leni's brother in law is a druglord: https://manilastandard.net/mobile/article/273610 https://pbs.twimg.com/media/FC3MqypVgAMZwv-?format=jpg&name=small,,"Text, Image",29/10/21 19:11,,Emotional,6,0,4,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-120,19/04/23 22:12:08,https://twitter.com/clawclaw87/status/1190274731607506944,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@clawclaw87,Chloe Anne,"Enjoy mang-asar ng mga Duterte haters, wokekininams at dilawan paid trolls.",Anonymous,08/18,224,209,"Calabarzon, Republic of the Philippines",checkmate si Leni at ang kanyang mga druglord friends. All she needs to tell them is lie low so it means we will be drug free for atleast 2 1/2 yrs.,,Reply (Comment),01/11/19 22:29,,Emotional,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",Account is verified,,,
14-121,19/04/23 22:12:10,https://twitter.com/Lurkkerr/status/1463394603415982080,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@Lurkkerr,Lurkkerr,No bio,Anonymous,03/12,178,112,No location,"I will vote for anybody other than Pinklawans, why? communist ally and also former drug pusher i’d personally talk wants Leni to win because they were thriving under pinklawans rule before & it will be same with druglord compassionate Leni. thats the last straw.",,Text,24/11/21 14:30,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-122,19/04/23 22:12:14,https://twitter.com/iamsparky79/status/1502529032965210114,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@iamsparky79,sparky,No bio,Anonymous,12/16,494,295,No location,Admittedly I googled Leni and her druglord brother in law. I also googled her posing with her lover Bolet in Germany's Holocaust Memorial where cameras was prohibited. I had a good laugh. 😁,,Reply (Quote tweet),14:16 12/03/22,,Emotional,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-123,19/04/23 22:12:18,https://twitter.com/Ddaeng27/status/1195504159312826368,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@Ddaeng27,CharL ⚡ 💪🍺🔧👊💜,Back from hibernation.,Anonymous,05/13,439,732,Republic of Croatia,Leni would warn her druglord friends that are on that list. Yun lang yun.,,Reply (Comment),16/11/19 08:49,,Emotional,1,1,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-124,19/04/23 23:10:49,https://twitter.com/mark_mywordsPH/status/1066115569886289921,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@mark_mywordsPH,Mark Nilo Tero,Think on your own feet.,Anonymous,08/11,1442,1207,"Tagbilaran City, Bohol",Pero ayaw mong maniwala na yung bayaw ni Leni druglord din 😂😂😂,,Reply (Comment),24/11/18 07:45,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-125,19/04/23 23:10:51,https://twitter.com/frans1015/status/1197498456266268672,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@frans1015,M_1,Suklam sa dilaw na kakampink👊✌️,Anonymous,07/15,375,548,No location,"Umatake na naman ang lugaw na utak ni bruha. Ang kalaban dw natin ay ang droga,hindi dw tao. E hello naman sa http://shabu.na kusang pumupunta sa mga kabataan para gawing syang bisyo?may sarileng buhay ang shabu,ganern? Besfren mo mga druglord leni?",,Text,21/11/19 20:54,,Emotional,11,1,5,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-126,19/04/23 23:10:53,https://twitter.com/Ddaeng27/status/1191602092944871424,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord",@Ddaeng27,CharL ⚡ 💪🍺🔧👊💜,Back from hibernation.,Anonymous,05/13,439,732,Republic of Croatia,Breaking news: PRRD appoints Leni as co-chairperson of illegal drugs interagency committee. After pronouncement: Leni calls her druglord friends and relatives na maglie low muna. note: kathang-isip,,Text,05/11/19 14:24,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-127,19/04/23 23:10:59,https://twitter.com/the_blindcaster/status/1517736500992954368,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, anak, npa",@the_blindcaster,John Phillip,"before my total blindness, I was a former registered nurse, a former area manager, a graduate of University of Santo Tomas. I'm a Dad of 2 kids & a blindcaster.",Anonymous,03/19,42,12,Las Pinas City,"#Boses ng Blind sa mga patuloy na nalilinlang ng kampanya ni leni robredo, imulat nyo na mga mata nyo, kakampinks nyo si joma sison ng cpp/ndf/npa. gusto nyo pala ang komunismo, bakit galot kayo sa china? gusto nyo pala mamundok ang mga anak nyo. ako ba ang bulag o KAYO?",,Text,23/04/22 13:25,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-128,19/04/23 23:11:01,https://twitter.com/ShirleyPSastre/status/1503448636877078530,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, anak, npa",@ShirleyPSastre,Shirley Pinuela,"I'm 64 yrs. Old, with two children and 1 grandchild",Identified,07/12,97,92,"Marikina City, NCR","Mas lalong bababa Yan..there's a a lot of controversy around nanay fink... CPP NPA NDF lover... Naga Leaks Plus J. Robredo was only a second husband of momsie LEni..how true? Nabasa ko Lang. Kaya ba sinabi ni momsie Leni, 2 panganay na anak? What momentum pala?",,Text,15/03/22 03:11,,Emotional,5,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-129,19/04/23 23:11:03,https://twitter.com/ShirleyPSastre/status/1478277406435975168,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, anak, npa",@ShirleyPSastre,Shirley Pinuela,"I'm 64 yrs. Old, with two children and 1 grandchild",Identified,07/12,97,92,"Marikina City, NCR","Sino nAman Ang nagsabi na Pro marcos ang GMA7?..sus..BASTA balita kay Leni tumatakbo ng ilang minuto. Kay BBM walley lang..mga supporter at ally ng CPP NPA NDF ang mga yan. Siguro except Mel Tiangco na neutral.",,Reply (quote tweet),04/01/22 16:09,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",,,,
14-130,19/04/23 22:12:30,https://twitter.com/brndngrn/status/1378539432874151940,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, bulok, kabit","@brndngrn","вrndngrn #𝔖𝔬𝔠𝔦𝔞𝔩𝔇𝔦𝔰𝔱𝔞𝔫𝔠𝔦𝔫𝔤
","˙uoıʇɔıɟ uɐɥʇ ɹǝpɹıǝʍ ǝɹɐ sɥʇnɹʇ ǝɯoS",Anonymous,09/10,1501,949,No location,"MANY CAN PLAY THAT GAME: Leni Robredo personifies the ""sistemang bulok na umiiral"": boba, mukhang kabit ni Bolet, patang puppet lang ng Liberal Party, magaling lang pag may camera at may reporters for MSM, nanalo lang dahil nandaya daw sa eleksyon, reklamador pero walang solusyon


(Attached: https://pbs.twimg.com/media/EyGOThBUcAII9S4?format=jpg&name=medium)",,"Text, picture",04/04/21 10:46,,Rational,2,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No location,,,
14-131,19/04/23 22:12:32,https://twitter.com/TinzyZurc/status/851891838944514050,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, bulok, kabit","@TinzyZurc","Tinzy Zurc","Love ❤️ Travelling ❤️🇵🇭",Anonymous,03/17,64,12,Republic of the Philippines,"Mas naniniwala akong kabit c Leni ni Bolet Banal why Bolet banal with Leni Makati in South Africa Tomake Love #LeniKabit",,Text,04/12/17 04:16,,Rational,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-132,19/04/23 22:12:33,https://twitter.com/xxxinful/status/913128362767347712,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, bulok, kabit","@xxxinful","XIN
",PORNSTAR,Anonymous,08/23,"1,958",145,Iloilo City,"Nahiya ka ba nung binitbit ni Leni si Bolet sa South Africa? Binitbit ng kabit and kinakabitan. 🤔
",,Reply (quote tweet),28/09/17 3:49,,Rational,6,0,4,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-133,19/04/23 22:12:48,https://twitter.com/Ricola_tweets/status/1214055965072359424,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, bulok, kabit","@Ricola_tweets
","Gem@Ricola","I'm not a Troll
",Anonymous,04/10,347,228,No location,"The analysis of Fake/Kabit ni Bolet VP Leni Robredo is amazing! Bravo!
",,Text,01/06/20 13:27,,Emotional,6,0,1,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No location,,,
14-134,19/04/23 22:12:50,https://twitter.com/cuttyarcy/status/858271723698958336,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, bulok, kabit","@cuttyarcy",Maricel,No bio,Anonymous,07/09,72,24,No location,"Korek.kabit is like leni with bolet banal and delima who make patol to her driver Ronnie dayan. Frailties of a woman nga daw....",,Reply (Comment),29/04/17 18:48,,Rational,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No bio and location,,,
14-135,19/04/23 22:12:51,https://twitter.com/vannanahh/status/1516250896950181888,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@vannanahh","mosshiimoshhii
","Luke 1:37 
🌼💗",Identified,06/18,362,37,"Cagayan De oro, Philippines","And as far as i know, Leni's Brother in law is behind the illegal drug trade in Naga. So kaya pala against siya sa War on drugs?",,Reply (Comment),19/04/22 11:02,,Rational,0,3,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-136,19/04/23 22:12:56,https://twitter.com/EthanHunt7264/status/1103460853179805697,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@EthanHunt7264","Hominum Sententia
",Entrepreneur |Adventurous | Car Enthusiast | Politics is my kind cup of tea BEWARE: Trolls/Hypocrite your head will roll,Identified,08/18,452,340,"New York, USA","Malcolm, leni robredos brother in law was one of the drug lord in bicol 🤣🤣🤣. Thats why she is against it..👊👊👊",,Reply (Quote tweet),03/07/19 09:02,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-137,19/04/23 23:11:08,https://twitter.com/Botitsky/status/842357654689320960,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug",@Botitsky,"Diego",There's no job too big when you believe in the Universe.,Anonymous,08/10,1497,1101,USA,"Leni's brother-in-law a drug lord in #NagaLeaks is in hiding abroad. #LeniResign
",,Text,16/03/17 20:51,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-138,19/04/23 23:11:10,https://twitter.com/karamokom2017/status/1195342433749524480,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@karamokom2017","Pilipinas Kong Mahal","ACTIVIST against BAD activist.
",Anonymous,03/17,167,169,No location,"Leni will be a useless anti drug czarina if she can't apprehend her brother in law. The litmus paper of her work.",,Reply (Quote tweet),15/11/19 22:06,,Rational,9,0,2,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location,,,
14-139,19/04/23 23:11:11,https://twitter.com/falovs13/status/1035645861429166080,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@falovs13
","₣Ⱡ₳VłØ 💹 #SaraAll2022 #BBM2022
","we should judge accordingly
it is fakenews when you don't fact check...trollific good but not paid..",Identified,06/10,1575,1829,No location,"we should judge accordingly
it is fakenews when you don't fact check...trollific good but not paid..",,Text,09/01/18 05:49,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location,,,
14-140,19/04/23 23:11:14,https://twitter.com/k4r3ru/status/1458003509593444352,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@k4r3ru
","k4r3ru 
","entp 7w8",Anonymous,03/18,272,23,No location,"Isn't leni's brother-in-law a drug lord?",,Reply (Comment),11/09/21 17:28,,Rational,1,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",No location,,,
14-141,19/04/23 23:11:16,https://twitter.com/srsasot/status/1032567751683059712,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@srsasot","Sass Rogando Sasot","Political Realist | Political Blogger |  Op-Ed Columnist @ The Manila Times | transgender woman",Media,10/16,37,65.2K,"The Hague, The Netherlands","Bakit kaya tahimik ang mga alipores ni Leni Robredo sa akusasyon ni Luis Ortega na si Butch Robredo, na brother-in-law ni Leni, ang nasa likod ng drug trade sa Naga City? Bakit di nila takutin ng libel si Luis... https://facebook.com/294969194202067/posts/739519229747059/",,Text,23/08/18 17:58,,Rational,113,6,37,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
14-142,19/04/23 23:11:18,https://twitter.com/Jaybee_Elay/status/1035345215756759040,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,"leni, brother,drug","@Jaybee_Elay","BBM-SaraDU30 Nation-Building 🇵🇭👊❤💚🇵🇭","💚Build-Build-Build. ❤War on Drugs, Terrorism, CPP-NPA, Corruption. ❤Death Penalty. 💚Federalism, Parliamentary, Co-Re. I❤PRRD Legacy. I❤💚BBM-SARA2022✌👊🇵🇭.",Anonymous,06/18,2807,5545,Philippines,"Butch Robredo, is the brother of Naga Mayor Jesse Robredo+, who is the ex-husband of FVP Leni Robedo, is from Bicol.

Peter Lim, who is connected with the Espinoza's & Peter Co, is from Cebu.

They are both High-Value Target of the PNP for being Drug Lords.

The answer is: True. https://t.co/p5AVltKUwc",,Reply (Quote tweet),31/08/18 9:55,,Rational,8,0,2,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",Quoted tweet does not exist,,,
14-143,19/04/23 23:44:48,https://twitter.com/JaredZaneXenos/status/1187390181512376322,14,"Negrido, Uriel","RBRD

",Robredo's personal life,"leni, druglord","@JaredZaneXenos","Jared Zane Xenos","Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,12/16,125,85,No location,Brother of her husband Jessie Robredo was a k nown druglord in Bicol and so we know that Leni before and until now is a drug protector so its not surprising to hear her say stop the drug war,,Reply (Comment),10/24/19 23:27,,Emotional,6,1,4,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/
",,,,
